Make,Model,Color,License_Plate
Ford,EcoSport,Green,PB72RL8407
Tata,Nexon,Yellow,CG22UT9727
Kia,Seltos,Black,KL16GW3017
Ford,EcoSport,Silver,MN77FY8698
Skoda,Rapid,Green,HR23JM7267
Toyota,Fortuner,Black,OD38YA1439
Maruti,Swift,Silver,TN60QD5494
Maruti,Swift,Blue,AR84MM1866
Ford,EcoSport,Yellow,UP14SL3910
Skoda,Rapid,Black,LA34MQ3703
Honda,City,Silver,IND86OB6174
Honda,City,Grey,TR26MY4341
Skoda,Rapid,Black,LD85MZ5138
Ford,EcoSport,Grey,JH25HG7054
Kia,Seltos,Yellow,TN62DZ8740
Mahindra,Scorpio,Black,LD83CJ7412
Ford,EcoSport,White,XX36OR8261
Maruti,Swift,Black,HP25PT8409
Hyundai,i20,Green,KA58MS9789
Volkswagen,Polo,Grey,DD42PP8917
Toyota,Fortuner,Blue,MZ15UZ2709
Honda,City,Red,BH74LQ2648
Skoda,Rapid,Green,AS75ZD3949
Kia,Seltos,Silver,MP27KE3704
Skoda,Rapid,Green,PY83DN5164
Kia,Seltos,Red,MZ21CQ4373
Kia,Seltos,Grey,GJ34HM2185
Skoda,Rapid,Red,OD76ON7155
Ford,EcoSport,Grey,BH25XG4350
Maruti,Swift,Grey,IND82EA7719
Skoda,Rapid,Green,MN23UH8885
Skoda,Rapid,Green,LA64KK6631
Tata,Nexon,Yellow,KL36BC4496
Honda,City,Red,RJ69HB7598
Maruti,Swift,Black,LA94YX3785
Mahindra,Scorpio,Yellow,SK21NZ2402
Volkswagen,Polo,Grey,PB98FV5556
Maruti,Swift,Yellow,IND45FX4404
Tata,Nexon,Black,BR55WO9065
Kia,Seltos,White,DD69NU3538
Hyundai,i20,Green,MZ16HX6897
Volkswagen,Polo,White,CH80ZA7912
Tata,Nexon,Grey,GA78XO2402
Volkswagen,Polo,Black,PY16RY8602
Volkswagen,Polo,Yellow,CH11NU9227
Hyundai,i20,Red,RJ41QC7063
Maruti,Swift,Green,DD20NK7069
Toyota,Fortuner,Yellow,AP47KK7018
Hyundai,i20,Grey,UK69BU1582
Tata,Nexon,Silver,SK50QC6652
Tata,Nexon,Yellow,GA19SX2799
Volkswagen,Polo,Grey,AP83ZR5600
Honda,City,Red,JH65SK5301
Tata,Nexon,White,NL30ZM4503
Maruti,Swift,Black,UN18KA6643
Honda,City,Yellow,MH37JN8682
Toyota,Fortuner,Grey,UK42EM2644
Kia,Seltos,Black,AS44IH5217
Volkswagen,Polo,Red,LD72IW7335
Toyota,Fortuner,Black,TS97CY7899
Maruti,Swift,White,ML30PN6698
Toyota,Fortuner,Red,KL20NP5283
Volkswagen,Polo,Blue,PB50SZ5703
Maruti,Swift,Green,CG39ME8639
Skoda,Rapid,Red,IND35MG7319
Kia,Seltos,Red,MP18HP5870
Hyundai,i20,Blue,GJ88SW3791
Ford,EcoSport,Green,XX30BX4172
Skoda,Rapid,White,MZ86UM5960
Honda,City,Yellow,XX26FH4818
Maruti,Swift,White,TR83GB9329
Hyundai,i20,White,GA19LE5320
Honda,City,Black,MP33NH9645
Hyundai,i20,Green,PB50VI2165
Toyota,Fortuner,Silver,CH79XQ7466
Maruti,Swift,Red,JK75AY8121
Tata,Nexon,White,TS41JS3846
Toyota,Fortuner,Green,KA65EO2021
Kia,Seltos,Green,NL34FP2237
Ford,EcoSport,White,KL28AX3356
Honda,City,Red,JK46WH6272
Maruti,Swift,Green,BH24NP2443
Volkswagen,Polo,Grey,MH38YA8138
Hyundai,i20,Green,KA10KY8875
Volkswagen,Polo,Blue,CH58KO8618
Mahindra,Scorpio,Silver,HP74RC2560
Tata,Nexon,Red,RJ82OW2559
Maruti,Swift,Blue,CG72ZV4395
Toyota,Fortuner,White,KA72JR7859
Hyundai,i20,Green,NL25GJ4071
Honda,City,Grey,KL38NF7256
Maruti,Swift,Green,UN35GY3729
Kia,Seltos,Blue,IND15LR7017
Skoda,Rapid,White,DL49OQ2735
Mahindra,Scorpio,Red,GA88IE7022
Tata,Nexon,Grey,SK76IQ7111
Maruti,Swift,Yellow,TR96JH8313
Volkswagen,Polo,Grey,UP56MZ1765
Toyota,Fortuner,Yellow,IND75AL8178
Skoda,Rapid,Grey,AR71MS5075
Ford,EcoSport,Yellow,XX38AE1211
Honda,City,White,XX93QE3816
Volkswagen,Polo,Silver,UK12MS2770
Hyundai,i20,Red,LD93IF4793
Skoda,Rapid,Green,IND80MF6219
Tata,Nexon,Red,JH55IO2371
Ford,EcoSport,White,KA75PC4330
Hyundai,i20,Silver,AR43CJ1484
Tata,Nexon,White,PB55VR8127
Hyundai,i20,Grey,AP32YV8002
Mahindra,Scorpio,Silver,TN33TS6878
Ford,EcoSport,Black,HR42HE6514
Volkswagen,Polo,Grey,OD37OX1715
Volkswagen,Polo,Grey,JH40OD8194
Ford,EcoSport,Blue,XX71OR7380
Mahindra,Scorpio,Red,PB21AC8010
Skoda,Rapid,Green,TR40KQ6475
Hyundai,i20,Yellow,KA56HV8602
Skoda,Rapid,Grey,NL36GT5809
Kia,Seltos,Silver,OD78GO7765
Toyota,Fortuner,Black,DL47MM8968
Kia,Seltos,Grey,MH36RJ1056
Skoda,Rapid,White,DL21UP2659
Hyundai,i20,Blue,XX79ND3489
Honda,City,Blue,NL78MB5020
Tata,Nexon,Yellow,XX51FC3596
Ford,EcoSport,Yellow,HR39XN2750
Hyundai,i20,Black,MN48AC4697
Skoda,Rapid,White,LA72VS5133
Honda,City,Yellow,BH53RZ1040
Ford,EcoSport,Black,DD66WZ9770
Ford,EcoSport,Blue,KA83PH4928
Kia,Seltos,Green,NL92IQ2970
Hyundai,i20,Yellow,OD46RJ8745
Maruti,Swift,White,CG44JG9452
Maruti,Swift,Blue,MP35QN5528
Skoda,Rapid,Blue,LA89VE5895
Hyundai,i20,Silver,UN34HH1949
Mahindra,Scorpio,Yellow,SK40EC3730
Ford,EcoSport,Green,WB54FD8659
Volkswagen,Polo,Yellow,UK20JN7944
Skoda,Rapid,Red,PB59HE6555
Skoda,Rapid,Grey,DD58ZC2222
Skoda,Rapid,Red,JH36RC5927
Maruti,Swift,Blue,MN99KH3004
Skoda,Rapid,Grey,RJ48QJ5538
Volkswagen,Polo,Black,NL13VR3476
Mahindra,Scorpio,White,PB78TG2132
Volkswagen,Polo,Red,IND45ZA1046
Skoda,Rapid,Yellow,LA12YQ9705
Hyundai,i20,Black,TS32VY4187
Ford,EcoSport,Green,LD27DK1941
Volkswagen,Polo,Silver,PY37QM3433
Maruti,Swift,Black,TS19YT8201
Hyundai,i20,Black,TR27BV9743
Tata,Nexon,Red,HR80AQ1955
Skoda,Rapid,Grey,CH72FP3513
Maruti,Swift,Silver,OD59OO9353
Honda,City,Yellow,GJ47FJ8605
Ford,EcoSport,Yellow,GJ55EA7970
Skoda,Rapid,Green,NL79ZT2982
Hyundai,i20,Green,PY80SV8102
Tata,Nexon,White,TN77WC5633
Skoda,Rapid,Yellow,UP16JK7848
Kia,Seltos,Green,UK13RL4683
Ford,EcoSport,Red,HP67IJ3991
Tata,Nexon,Silver,CD60UN9427
Tata,Nexon,Silver,PB62JP2302
Tata,Nexon,Green,CD27IG5610
Volkswagen,Polo,Blue,CG69GT1232
Ford,EcoSport,White,BR82EA4899
Toyota,Fortuner,Blue,MZ63NK5498
Maruti,Swift,Red,KA53MQ8736
Toyota,Fortuner,Black,UP66AA7698
Tata,Nexon,Grey,IND24DY5215
Honda,City,Grey,BR74SY9247
Tata,Nexon,Silver,LD32OK2585
Volkswagen,Polo,White,XX83AX9471
Mahindra,Scorpio,White,XX73TE2418
Skoda,Rapid,Silver,MN70AW2331
Toyota,Fortuner,Green,AR80IT6455
Tata,Nexon,Silver,TR92PV7075
Kia,Seltos,Blue,UP33GY8285
Hyundai,i20,Black,UN23HG4414
Mahindra,Scorpio,Grey,HP69ET1536
Skoda,Rapid,Green,JK14XR1359
Maruti,Swift,Grey,JK46QV6615
Hyundai,i20,Green,UK37OH5626
Toyota,Fortuner,Green,XX18WE7506
Ford,EcoSport,Yellow,SK33HR9137
Maruti,Swift,Red,UP79OV9990
Volkswagen,Polo,Green,RJ43NJ4313
Skoda,Rapid,Red,PB49ZT7396
Maruti,Swift,Silver,HP34ZR9424
Mahindra,Scorpio,Green,OD93RT8372
Toyota,Fortuner,Blue,UP39MD5012
Honda,City,Blue,MN33NW8491
Honda,City,Yellow,AP13OY8065
Mahindra,Scorpio,Yellow,GJ76JK3261
Mahindra,Scorpio,Blue,RJ26VH3069
Hyundai,i20,Silver,UK93WI2037
Toyota,Fortuner,Green,AS38VD9819
Volkswagen,Polo,Green,OD27JW3311
Honda,City,Red,MZ99YK1119
Honda,City,Red,TR18OD7429
Honda,City,Green,DD39AW6608
Toyota,Fortuner,Red,AR42FG5748
Skoda,Rapid,Grey,WB69RH8386
Mahindra,Scorpio,Black,TN31BH8936
Tata,Nexon,Yellow,DL71HJ5753
Skoda,Rapid,Yellow,UP54GB4473
Hyundai,i20,Blue,TR54IF7748
Mahindra,Scorpio,Green,UN33KO9928
Mahindra,Scorpio,Black,LD79EV6867
Tata,Nexon,Silver,JK51EL7485
Skoda,Rapid,Grey,DL42ZI9990
Skoda,Rapid,Silver,CD50XE1578
Honda,City,Black,WB25AR2242
Toyota,Fortuner,Yellow,CG30ZY6602
Volkswagen,Polo,Green,TR34WL5329
Hyundai,i20,Blue,OD66EV8007
Honda,City,Grey,GJ87OD8618
Ford,EcoSport,Black,PB79UL9244
Mahindra,Scorpio,Yellow,JH96FL9158
Maruti,Swift,Green,DL43WA3678
Mahindra,Scorpio,Green,CH78AM8640
Toyota,Fortuner,Yellow,AS89AU2361
Ford,EcoSport,Grey,HR95JB7912
Volkswagen,Polo,Blue,TS96XX9036
Maruti,Swift,Grey,AS69XB4998
Kia,Seltos,Silver,SK77OC5170
Mahindra,Scorpio,White,SK43LM7680
Honda,City,Yellow,MZ40DR5941
Skoda,Rapid,White,GJ44TL9770
Skoda,Rapid,Red,DL13HV4574
Hyundai,i20,Silver,LD24HO9378
Tata,Nexon,Black,CD58II7558
Mahindra,Scorpio,Red,KA28AY4443
Volkswagen,Polo,Silver,MP62IS5360
Maruti,Swift,Green,TN34EX9878
Mahindra,Scorpio,Silver,HR45VS2956
Tata,Nexon,Yellow,AR93FO5970
Maruti,Swift,Green,CD13BY4397
Ford,EcoSport,White,SK20MA3983
Skoda,Rapid,Yellow,UN18VT7219
Hyundai,i20,Grey,AR70GM8511
Ford,EcoSport,Silver,JH92MP4106
Tata,Nexon,White,UK47YF1769
Ford,EcoSport,Green,UK68TI9232
Mahindra,Scorpio,Red,GA37LQ7099
Mahindra,Scorpio,Silver,GJ62GN1032
Kia,Seltos,Green,SK52BE7041
Ford,EcoSport,Yellow,TS79ZK6922
Tata,Nexon,Yellow,OD35JG8620
Honda,City,Black,RJ40BW4880
Tata,Nexon,White,UK72PZ8653
Maruti,Swift,Red,BH90GF9738
Honda,City,Black,CG14ZX9757
Honda,City,Silver,WB68PU9044
Tata,Nexon,Grey,AS46XJ2574
Toyota,Fortuner,Blue,KA22IB2020
Hyundai,i20,Silver,BH93EZ5054
Toyota,Fortuner,Silver,RJ24HE5919
Hyundai,i20,Red,PY96RX4155
Volkswagen,Polo,Red,HR34KO2133
Kia,Seltos,Red,HR73KW4415
Ford,EcoSport,Yellow,PB75OF1981
Maruti,Swift,Green,GA96VN6741
Tata,Nexon,Black,PB56CY6081
Kia,Seltos,Red,BH11UN4674
Honda,City,Black,CG29XZ5512
Honda,City,Silver,NL94AR7622
Honda,City,Grey,AS49DX5033
Ford,EcoSport,Red,XX30LY1239
Maruti,Swift,Blue,DL86LI8770
Maruti,Swift,Grey,CD92WF5470
Toyota,Fortuner,Silver,MZ76EC7887
Tata,Nexon,Silver,TS73IL6783
Mahindra,Scorpio,Black,KL22IS7243
Honda,City,Black,JH50BJ6623
Ford,EcoSport,Blue,BR55ZX2050
Skoda,Rapid,Green,WB37BJ6150
Toyota,Fortuner,Black,LD80RB6136
Skoda,Rapid,Red,HR38KJ4636
Volkswagen,Polo,Silver,TR46NC4205
Tata,Nexon,White,LA65PW6850
Kia,Seltos,Green,XX57DM4528
Ford,EcoSport,Grey,GA12TL8424
Toyota,Fortuner,Silver,MP56CF4902
Kia,Seltos,Silver,JK57PM3255
Honda,City,Grey,JK99KU5234
Kia,Seltos,Blue,CH29OQ2141
Hyundai,i20,Blue,AP81OY9067
Mahindra,Scorpio,Silver,PY82DS4394
Volkswagen,Polo,White,GJ91TY5620
Ford,EcoSport,Silver,MN72DW2101
Tata,Nexon,Green,UN60YC6321
Skoda,Rapid,Blue,PY32UV6469
Ford,EcoSport,Blue,KA90WH8351
Hyundai,i20,Black,RJ29NY5435
Hyundai,i20,Red,MN95RR7472
Mahindra,Scorpio,Grey,JK96AL1382
Tata,Nexon,Red,TS58JQ1187
Maruti,Swift,Grey,MZ88KX9773
Hyundai,i20,Black,BH36WG3875
Skoda,Rapid,White,TS99RF6547
Volkswagen,Polo,Red,TR95GM7017
Tata,Nexon,White,SK84SM2336
Hyundai,i20,Red,KL26KV7002
Tata,Nexon,Black,UP84TZ2600
Kia,Seltos,Yellow,PB65DY2818
Tata,Nexon,White,KL36CD9483
Maruti,Swift,Yellow,BR47IG1321
Ford,EcoSport,Yellow,WB88WZ3902
Hyundai,i20,Blue,GA83ZC1355
Tata,Nexon,White,KL74IM9694
Volkswagen,Polo,Silver,LD96WQ4572
Hyundai,i20,White,KL17YI4765
Toyota,Fortuner,Black,GJ99PO9770
Toyota,Fortuner,Silver,OD33BV3259
Maruti,Swift,Silver,GA44BM4459
Honda,City,Red,HP44NB5083
Mahindra,Scorpio,Yellow,GJ87EO5476
Mahindra,Scorpio,Black,TR23IW9508
Maruti,Swift,White,TR93TR6559
Tata,Nexon,White,BR66SF3769
Skoda,Rapid,Silver,HR73WG4782
Kia,Seltos,Yellow,TN53PF3549
Volkswagen,Polo,Silver,PB59RN5784
Maruti,Swift,Silver,CD45BE8249
Ford,EcoSport,Silver,MP26FS4929
Tata,Nexon,Grey,LD85CW5462
Kia,Seltos,White,MN19PS7868
Kia,Seltos,Red,UP83FY1119
Tata,Nexon,White,KA39LZ2311
Kia,Seltos,Yellow,CG51AS2930
Maruti,Swift,Red,LD57EN5399
Kia,Seltos,Red,JK59NA3867
Skoda,Rapid,Grey,CG15YI7178
Volkswagen,Polo,Blue,CD50BZ5888
Honda,City,Green,WB81BS3956
Maruti,Swift,Green,BR84WV3745
Kia,Seltos,Green,GA37XD5610
Volkswagen,Polo,Green,XX70LX6507
Toyota,Fortuner,Blue,SK16ZI9782
Skoda,Rapid,Green,PY91JH7375
Kia,Seltos,Grey,IND88LA6605
Hyundai,i20,Grey,TS33YE1792
Kia,Seltos,White,DL16FL1619
Honda,City,Blue,BH33OA6844
Volkswagen,Polo,White,WB38PK7900
Tata,Nexon,Red,TN75ZW7270
Honda,City,Yellow,TS28DE5481
Ford,EcoSport,Green,SK10OX1885
Volkswagen,Polo,Yellow,LA50RN9799
Mahindra,Scorpio,Black,MH26DB6550
Ford,EcoSport,Green,SK40YA3408
Skoda,Rapid,Black,NL44HR7286
Mahindra,Scorpio,Green,DD77HS5085
Tata,Nexon,Red,ML70FN1283
Maruti,Swift,Grey,AS49HV3198
Maruti,Swift,Blue,BH78DO6117
Skoda,Rapid,Red,JH14HL2165
Hyundai,i20,Green,TN56TT9454
Ford,EcoSport,Green,WB64FT8652
Honda,City,Green,UK24PP9665
Maruti,Swift,Grey,TR43AI3868
Ford,EcoSport,Red,LD62KY6159
Kia,Seltos,Black,LA15EO9536
Hyundai,i20,Red,UK93BO5522
Volkswagen,Polo,Silver,GA94RX5335
Maruti,Swift,Silver,AR69TM3418
Kia,Seltos,Red,PB32DX3970
Maruti,Swift,Red,GJ66BB5580
Maruti,Swift,Yellow,HP64QA6745
Tata,Nexon,Yellow,BR93SX9265
Tata,Nexon,Yellow,MH49PK6851
Mahindra,Scorpio,Red,ML92XY6616
Ford,EcoSport,Green,UP73WW5049
Toyota,Fortuner,Silver,PY38RL1980
Kia,Seltos,Green,DD92IN7754
Hyundai,i20,Green,JH11DE2462
Mahindra,Scorpio,Blue,XX57QX4333
Hyundai,i20,Silver,AP41AS2777
Honda,City,Black,XX62RZ7768
Tata,Nexon,Red,TS93WW1745
Maruti,Swift,Yellow,RJ35MM9008
Honda,City,Green,KA86NB6353
Toyota,Fortuner,Blue,JH94RQ5929
Kia,Seltos,Black,LA25CY6580
Tata,Nexon,Grey,UP64NU1072
Maruti,Swift,Yellow,MH53GV1752
Volkswagen,Polo,Green,OD51IG7573
Kia,Seltos,Yellow,UK35ZI2088
Tata,Nexon,Yellow,RJ79OV2764
Mahindra,Scorpio,Red,HR66HU6049
Ford,EcoSport,White,SK30TC9152
Hyundai,i20,Green,AP95HM4729
Volkswagen,Polo,Green,PY98ZH2553
Kia,Seltos,Grey,MP97ON3013
Toyota,Fortuner,Grey,MN49SW5017
Mahindra,Scorpio,Black,XX46VV5606
Tata,Nexon,Grey,DD99WD2212
Maruti,Swift,Black,SK48RO1234
Maruti,Swift,Silver,ML16ZL4809
Mahindra,Scorpio,Green,AS59OW7917
Maruti,Swift,Red,ML20MV8922
Tata,Nexon,Silver,UP25HH9211
Skoda,Rapid,White,BR59GM9247
Tata,Nexon,Green,TR13ZV4580
Hyundai,i20,Yellow,MZ15HW6287
Honda,City,Black,MZ29PL3825
Toyota,Fortuner,Red,TR52XF9770
Volkswagen,Polo,Red,AS62KQ7947
Mahindra,Scorpio,Green,AS81WE8870
